Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,index,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime
48.0,1035.0,2.0,2.0,1.0,2249.0,4.0,53.0,3.0,1.0,1.0,4353.0,24102.0,6.0,13.0,3.0,3.0,80.0,0.0,10.0,3.0,4.0,7.0,6.0,4.0,7.0,1298,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,No
53.0,991.0,4.0,3.0,1.0,2250.0,1.0,61.0,3.0,3.0,3.0,12813.0,24127.0,2.0,13.0,3.0,4.0,80.0,0.0,15.0,2.0,3.0,3.0,2.0,2.0,2.0,1408,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,Yes,No
29.0,268.0,4.0,1.0,1.0,2251.0,3.0,101.0,3.0,2.0,1.0,5026.0,16203.0,1.0,19.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,3.0,0.0,3.0,705,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,No
38.0,1207.0,11.0,2.0,1.0,2252.0,4.0,62.0,3.0,2.0,4.0,5702.0,20006.0,1.0,13.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,1169,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,No
56.0,1166.0,2.0,4.0,1.0,2253.0,2.0,86.0,4.0,3.0,4.0,14223.0,14412.0,2.0,14.0,3.0,4.0,80.0,1.0,29.0,4.0,4.0,7.0,7.0,0.0,0.0,831,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,No
28.0,571.0,23.0,3.0,1.0,2254.0,4.0,58.0,3.0,1.0,2.0,4505.0,8893.0,7.0,22.0,4.0,4.0,80.0,0.0,7.0,2.0,3.0,4.0,3.0,1.0,2.0,572,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,No
33.0,673.0,5.0,3.0,1.0,2255.0,4.0,95.0,2.0,1.0,1.0,3206.0,12200.0,1.0,14.0,3.0,3.0,80.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1358,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,Yes,Yes
49.0,1189.0,2.0,1.0,1.0,2256.0,3.0,101.0,3.0,3.0,2.0,11801.0,18839.0,0.0,19.0,3.0,1.0,80.0,1.0,14.0,3.0,1.0,13.0,7.0,4.0,11.0,262,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,No
40.0,1058.0,2.0,2.0,1.0,2257.0,3.0,88.0,2.0,1.0,1.0,4787.0,20187.0,2.0,15.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,4.0,1.0,0.0,2.0,1283,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
56.0,1441.0,21.0,3.0,1.0,2258.0,1.0,98.0,2.0,1.0,2.0,4453.0,24819.0,5.0,13.0,3.0,4.0,80.0,1.0,9.0,1.0,3.0,4.0,2.0,1.0,2.0,1407,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,No
26.0,697.0,4.0,1.0,1.0,2259.0,2.0,44.0,3.0,2.0,3.0,5006.0,12214.0,0.0,20.0,3.0,1.0,80.0,1.0,5.0,3.0,4.0,4.0,2.0,0.0,2.0,749,Travel_Rarely,Sales,Marketing,Female,Manager,Married,Yes,No
36.0,731.0,6.0,3.0,1.0,2260.0,4.0,44.0,2.0,3.0,4.0,7579.0,22500.0,4.0,16.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,4.0,2.0,1.0,2.0,1161,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,Yes
26.0,948.0,9.0,2.0,1.0,2261.0,1.0,49.0,3.0,1.0,4.0,3644.0,5623.0,1.0,24.0,4.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1057,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Single,Yes,No
42.0,1388.0,3.0,3.0,1.0,2262.0,4.0,51.0,2.0,2.0,4.0,5908.0,10162.0,7.0,13.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,5.0,4.0,0.0,4.0,1193,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,No
40.0,746.0,18.0,3.0,1.0,2263.0,3.0,90.0,3.0,2.0,3.0,6400.0,27352.0,3.0,18.0,3.0,1.0,80.0,2.0,10.0,2.0,2.0,4.0,3.0,0.0,2.0,798,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,Yes
33.0,557.0,2.0,3.0,1.0,2264.0,4.0,76.0,4.0,2.0,3.0,6859.0,24196.0,7.0,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,4.0,2.0,0.0,2.0,781,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,No
34.0,1054.0,6.0,4.0,1.0,2265.0,2.0,81.0,2.0,1.0,4.0,4648.0,5184.0,8.0,13.0,3.0,2.0,80.0,1.0,10.0,3.0,2.0,5.0,4.0,0.0,3.0,84,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,No
59.0,399.0,3.0,4.0,1.0,2266.0,4.0,42.0,3.0,4.0,2.0,18163.0,26679.0,6.0,13.0,3.0,4.0,80.0,0.0,37.0,2.0,3.0,29.0,14.0,11.0,7.0,825,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,Yes
27.0,477.0,2.0,2.0,1.0,2267.0,4.0,56.0,3.0,1.0,3.0,2433.0,18536.0,1.0,22.0,4.0,4.0,80.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,513,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,Yes
57.0,891.0,9.0,3.0,1.0,2268.0,3.0,86.0,3.0,3.0,4.0,11056.0,21770.0,6.0,13.0,3.0,3.0,80.0,0.0,28.0,1.0,2.0,10.0,7.0,1.0,1.0,516,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
38.0,1245.0,7.0,4.0,1.0,2269.0,3.0,63.0,3.0,2.0,4.0,5908.0,15489.0,1.0,13.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,7.0,0.0,8.0,1311,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,Yes,No
27.0,1262.0,7.0,3.0,1.0,2270.0,3.0,70.0,4.0,1.0,1.0,2763.0,6169.0,1.0,22.0,4.0,3.0,80.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,684,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
35.0,861.0,7.0,2.0,1.0,2271.0,3.0,57.0,2.0,3.0,3.0,9171.0,15901.0,1.0,24.0,4.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,8.0,7.0,8.0,1451,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Yes,No
36.0,670.0,10.0,1.0,1.0,2272.0,1.0,48.0,1.0,1.0,4.0,4340.0,9165.0,6.0,14.0,3.0,1.0,80.0,2.0,9.0,2.0,3.0,4.0,3.0,1.0,3.0,585,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,Yes
31.0,579.0,8.0,3.0,1.0,2273.0,2.0,91.0,4.0,1.0,3.0,4435.0,23673.0,6.0,18.0,3.0,1.0,80.0,0.0,6.0,0.0,3.0,4.0,2.0,0.0,2.0,1299,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,Yes,No
60.0,1335.0,4.0,3.0,1.0,2274.0,3.0,86.0,4.0,1.0,1.0,3696.0,12160.0,4.0,21.0,4.0,1.0,80.0,2.0,12.0,3.0,2.0,2.0,0.0,0.0,0.0,1411,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,Yes,No
36.0,973.0,2.0,5.0,1.0,2275.0,1.0,99.0,4.0,3.0,3.0,15491.0,23753.0,4.0,20.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,6.0,1.0,0.0,5.0,941,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,Yes,No
39.0,597.0,4.0,3.0,1.0,2276.0,3.0,41.0,3.0,2.0,2.0,5280.0,27161.0,4.0,13.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,8.0,0.0,6.0,7.0,1051,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,Yes,No
46.0,1327.0,4.0,4.0,1.0,2277.0,4.0,45.0,3.0,4.0,4.0,18396.0,11603.0,4.0,13.0,3.0,1.0,80.0,1.0,25.0,2.0,4.0,3.0,2.0,0.0,1.0,403,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,No
41.0,887.0,2.0,4.0,1.0,2278.0,2.0,43.0,4.0,2.0,4.0,8021.0,20817.0,0.0,14.0,3.0,3.0,80.0,0.0,10.0,4.0,2.0,9.0,7.0,1.0,7.0,689,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,No
43.0,1399.0,25.0,3.0,1.0,2279.0,2.0,62.0,3.0,2.0,2.0,6258.0,10818.0,1.0,13.0,3.0,1.0,80.0,1.0,19.0,2.0,3.0,19.0,7.0,2.0,12.0,569,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,Yes,No
39.0,909.0,6.0,4.0,1.0,2280.0,2.0,87.0,2.0,1.0,1.0,4350.0,15017.0,8.0,15.0,3.0,4.0,80.0,1.0,7.0,3.0,4.0,2.0,1.0,0.0,0.0,1000,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,Yes,No
35.0,622.0,19.0,3.0,1.0,2281.0,1.0,73.0,3.0,3.0,3.0,9940.0,24057.0,3.0,13.0,3.0,1.0,80.0,0.0,12.0,2.0,3.0,2.0,0.0,0.0,0.0,154,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Single,Yes,No
36.0,1021.0,25.0,4.0,1.0,2282.0,3.0,103.0,3.0,2.0,4.0,5263.0,14095.0,0.0,19.0,3.0,1.0,80.0,0.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,174,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,Yes
48.0,651.0,7.0,2.0,1.0,2283.0,4.0,81.0,3.0,3.0,3.0,10831.0,25252.0,6.0,14.0,3.0,2.0,80.0,1.0,13.0,3.0,3.0,8.0,7.0,0.0,7.0,1050,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,No
33.0,1384.0,13.0,2.0,1.0,2284.0,4.0,55.0,2.0,2.0,2.0,4879.0,24765.0,4.0,14.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,4.0,3.0,0.0,3.0,783,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,Yes,No
51.0,616.0,8.0,2.0,1.0,2285.0,1.0,59.0,3.0,3.0,2.0,7827.0,23661.0,4.0,13.0,3.0,3.0,80.0,1.0,27.0,3.0,2.0,24.0,8.0,1.0,7.0,351,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,No
44.0,1229.0,22.0,2.0,1.0,2286.0,4.0,85.0,3.0,3.0,3.0,7547.0,13656.0,3.0,17.0,3.0,4.0,80.0,0.0,20.0,2.0,3.0,3.0,0.0,0.0,2.0,254,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
37.0,871.0,8.0,2.0,1.0,2287.0,2.0,96.0,4.0,2.0,3.0,7300.0,23340.0,1.0,22.0,4.0,3.0,80.0,1.0,10.0,4.0,3.0,10.0,7.0,4.0,7.0,203,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,Yes
36.0,668.0,10.0,3.0,1.0,2288.0,1.0,64.0,3.0,1.0,3.0,4362.0,18958.0,6.0,14.0,3.0,1.0,80.0,1.0,10.0,3.0,2.0,5.0,2.0,1.0,3.0,1198,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,Yes
57.0,788.0,5.0,4.0,1.0,2289.0,4.0,96.0,3.0,4.0,1.0,18771.0,20074.0,4.0,14.0,3.0,4.0,80.0,1.0,26.0,2.0,3.0,5.0,2.0,4.0,2.0,344,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,Yes,No
34.0,963.0,2.0,2.0,1.0,2290.0,4.0,82.0,3.0,1.0,2.0,4637.0,6750.0,1.0,14.0,3.0,3.0,80.0,0.0,12.0,5.0,2.0,12.0,7.0,1.0,7.0,176,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,No
38.0,576.0,5.0,4.0,1.0,2291.0,3.0,92.0,3.0,2.0,3.0,5074.0,5475.0,1.0,13.0,3.0,2.0,80.0,0.0,10.0,3.0,3.0,9.0,6.0,1.0,1.0,1380,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,No
55.0,881.0,6.0,2.0,1.0,2292.0,1.0,91.0,3.0,4.0,1.0,18303.0,10823.0,4.0,13.0,3.0,3.0,80.0,1.0,23.0,4.0,2.0,4.0,2.0,1.0,2.0,597,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,Yes
49.0,1202.0,25.0,4.0,1.0,2293.0,4.0,101.0,3.0,4.0,3.0,18523.0,7800.0,3.0,13.0,3.0,3.0,80.0,1.0,26.0,2.0,3.0,5.0,2.0,1.0,0.0,581,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
33.0,807.0,9.0,5.0,1.0,2294.0,2.0,41.0,2.0,1.0,4.0,4842.0,10007.0,0.0,18.0,3.0,3.0,80.0,0.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,436,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,No
59.0,687.0,20.0,3.0,1.0,2295.0,4.0,78.0,3.0,3.0,4.0,16966.0,13812.0,4.0,14.0,3.0,3.0,80.0,1.0,27.0,2.0,2.0,2.0,0.0,0.0,0.0,484,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,No
52.0,1254.0,19.0,5.0,1.0,2296.0,2.0,51.0,3.0,3.0,3.0,11180.0,22017.0,2.0,16.0,3.0,3.0,80.0,1.0,30.0,3.0,3.0,28.0,7.0,11.0,12.0,794,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,No
43.0,474.0,8.0,2.0,1.0,2297.0,2.0,96.0,3.0,2.0,1.0,7053.0,7636.0,2.0,17.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,2.0,0.0,0.0,0.0,497,Travel_Rarely,Research & Development,Other,Male,Manager,Married,Yes,Yes
35.0,1252.0,7.0,4.0,1.0,2298.0,3.0,49.0,3.0,3.0,4.0,7600.0,26635.0,1.0,15.0,3.0,3.0,80.0,0.0,11.0,2.0,2.0,11.0,8.0,4.0,9.0,380,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,Yes
43.0,641.0,3.0,3.0,1.0,2299.0,2.0,84.0,2.0,2.0,3.0,4375.0,15351.0,6.0,22.0,4.0,2.0,80.0,1.0,19.0,3.0,3.0,2.0,0.0,0.0,0.0,310,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Yes,No
49.0,775.0,14.0,4.0,1.0,2300.0,4.0,51.0,3.0,2.0,1.0,5695.0,13871.0,2.0,13.0,3.0,4.0,80.0,0.0,19.0,2.0,3.0,7.0,7.0,1.0,7.0,1252,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,Yes
47.0,1455.0,7.0,3.0,1.0,2301.0,1.0,88.0,3.0,1.0,3.0,5273.0,21476.0,4.0,20.0,3.0,3.0,80.0,1.0,8.0,2.0,2.0,4.0,2.0,0.0,2.0,744,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,No
36.0,1010.0,2.0,2.0,1.0,2302.0,1.0,44.0,1.0,2.0,2.0,7244.0,14167.0,6.0,16.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,759,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Single,Yes,No
42.0,585.0,12.0,3.0,1.0,2303.0,4.0,73.0,3.0,2.0,2.0,5987.0,10073.0,4.0,22.0,4.0,3.0,80.0,0.0,8.0,3.0,3.0,5.0,4.0,1.0,0.0,1134,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
47.0,478.0,19.0,3.0,1.0,2304.0,4.0,59.0,3.0,2.0,3.0,5599.0,24447.0,7.0,16.0,3.0,3.0,80.0,0.0,9.0,3.0,3.0,5.0,3.0,0.0,1.0,469,Non-Travel,Sales,Other,Male,Sales Executive,Married,Yes,No
42.0,613.0,18.0,2.0,1.0,2305.0,1.0,42.0,3.0,2.0,3.0,5323.0,15274.0,0.0,13.0,3.0,1.0,80.0,0.0,10.0,5.0,3.0,8.0,7.0,1.0,7.0,459,Non-Travel,Research & Development,Other,Female,Healthcare Representative,Single,Yes,Yes
38.0,747.0,24.0,3.0,1.0,2306.0,4.0,84.0,2.0,3.0,2.0,10881.0,11393.0,3.0,17.0,3.0,1.0,80.0,0.0,16.0,2.0,3.0,13.0,9.0,4.0,7.0,397,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,Yes
31.0,674.0,3.0,3.0,1.0,2307.0,4.0,92.0,3.0,1.0,4.0,3617.0,8790.0,2.0,14.0,3.0,3.0,80.0,0.0,7.0,0.0,2.0,4.0,2.0,1.0,2.0,1038,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
41.0,677.0,3.0,2.0,1.0,2308.0,3.0,81.0,2.0,1.0,2.0,3520.0,17674.0,4.0,15.0,3.0,2.0,80.0,1.0,10.0,4.0,2.0,6.0,1.0,0.0,5.0,514,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,Yes
34.0,910.0,7.0,4.0,1.0,2309.0,3.0,58.0,3.0,2.0,3.0,4412.0,13396.0,1.0,14.0,3.0,1.0,80.0,2.0,10.0,4.0,2.0,10.0,7.0,7.0,8.0,137,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Yes,No
39.0,1360.0,25.0,4.0,1.0,2310.0,1.0,85.0,3.0,2.0,3.0,6032.0,9821.0,6.0,15.0,3.0,2.0,80.0,1.0,10.0,2.0,2.0,4.0,2.0,0.0,2.0,1279,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,Yes
37.0,707.0,8.0,3.0,1.0,2311.0,2.0,87.0,4.0,2.0,3.0,5209.0,12403.0,2.0,13.0,3.0,1.0,80.0,0.0,7.0,3.0,4.0,4.0,3.0,1.0,2.0,715,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Married,Yes,Yes
31.0,1449.0,4.0,3.0,1.0,2312.0,3.0,84.0,2.0,1.0,3.0,3605.0,26279.0,1.0,16.0,3.0,4.0,80.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1457,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,No
34.0,1202.0,19.0,3.0,1.0,2313.0,3.0,90.0,3.0,2.0,1.0,10056.0,11363.0,0.0,16.0,3.0,3.0,80.0,1.0,8.0,1.0,2.0,6.0,2.0,0.0,2.0,1461,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,Yes
56.0,895.0,3.0,4.0,1.0,2314.0,2.0,101.0,2.0,1.0,4.0,3689.0,10332.0,7.0,21.0,4.0,2.0,80.0,1.0,18.0,2.0,4.0,5.0,2.0,0.0,4.0,1242,Travel_Rarely,Sales,Medical,Male,Manager,Single,Yes,No
54.0,836.0,3.0,4.0,1.0,2315.0,1.0,84.0,2.0,4.0,3.0,18008.0,22331.0,1.0,19.0,3.0,4.0,80.0,0.0,31.0,2.0,4.0,31.0,7.0,13.0,11.0,1005,Travel_Rarely,Human Resources,Other,Male,Human Resources,Single,Yes,No
49.0,1044.0,5.0,3.0,1.0,2316.0,3.0,96.0,2.0,3.0,2.0,10384.0,20714.0,7.0,13.0,3.0,3.0,80.0,1.0,26.0,4.0,3.0,21.0,10.0,12.0,9.0,662,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,Yes,No
46.0,1132.0,6.0,3.0,1.0,2317.0,2.0,93.0,3.0,4.0,2.0,17261.0,11045.0,6.0,13.0,3.0,3.0,80.0,1.0,25.0,4.0,3.0,21.0,8.0,3.0,9.0,510,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,Yes,No
35.0,1290.0,9.0,1.0,1.0,2318.0,3.0,43.0,3.0,3.0,2.0,10659.0,16232.0,1.0,25.0,4.0,4.0,80.0,1.0,13.0,5.0,4.0,13.0,7.0,0.0,7.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,Yes
52.0,437.0,2.0,3.0,1.0,2319.0,3.0,91.0,2.0,1.0,3.0,4586.0,6150.0,2.0,16.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,4.0,2.0,0.0,2.0,690,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,Yes
38.0,414.0,26.0,3.0,1.0,2320.0,3.0,89.0,3.0,2.0,4.0,6439.0,15403.0,1.0,19.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,7.0,6.0,7.0,559,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,Yes
32.0,1118.0,28.0,1.0,1.0,2321.0,3.0,100.0,1.0,2.0,2.0,7081.0,5919.0,1.0,15.0,3.0,2.0,80.0,1.0,9.0,2.0,2.0,8.0,6.0,1.0,7.0,1335,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Divorced,Yes,No
54.0,944.0,24.0,4.0,1.0,2322.0,3.0,86.0,2.0,3.0,4.0,13433.0,20491.0,3.0,22.0,4.0,3.0,80.0,0.0,29.0,3.0,3.0,9.0,7.0,0.0,0.0,1018,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,No
41.0,278.0,10.0,3.0,1.0,2323.0,3.0,90.0,3.0,2.0,4.0,6311.0,21291.0,1.0,14.0,3.0,2.0,80.0,0.0,7.0,1.0,3.0,5.0,3.0,1.0,3.0,1144,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,No
28.0,764.0,22.0,3.0,1.0,2324.0,2.0,93.0,4.0,1.0,4.0,3744.0,22882.0,1.0,13.0,3.0,2.0,80.0,1.0,7.0,3.0,3.0,6.0,5.0,1.0,4.0,422,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,Yes,No
32.0,1425.0,2.0,3.0,1.0,2325.0,1.0,78.0,2.0,1.0,3.0,2730.0,14519.0,1.0,15.0,3.0,4.0,80.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1197,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,Yes,No
32.0,1314.0,17.0,2.0,1.0,2326.0,3.0,84.0,3.0,2.0,1.0,5344.0,15442.0,1.0,13.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,10.0,0.0,1.0,7.0,638,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,No
48.0,1173.0,7.0,4.0,1.0,2327.0,3.0,41.0,3.0,2.0,3.0,5955.0,17748.0,2.0,15.0,3.0,3.0,80.0,0.0,8.0,2.0,4.0,2.0,0.0,0.0,0.0,773,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,No
45.0,976.0,20.0,2.0,1.0,2328.0,3.0,46.0,3.0,2.0,3.0,5961.0,18111.0,2.0,17.0,3.0,2.0,80.0,1.0,11.0,4.0,3.0,5.0,3.0,0.0,2.0,434,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Yes,No
40.0,1170.0,11.0,2.0,1.0,2329.0,1.0,68.0,1.0,2.0,2.0,5535.0,16221.0,5.0,16.0,3.0,1.0,80.0,0.0,15.0,2.0,1.0,2.0,0.0,0.0,0.0,303,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Yes,No
55.0,453.0,7.0,3.0,1.0,2330.0,4.0,91.0,3.0,2.0,4.0,3504.0,13038.0,2.0,18.0,3.0,4.0,80.0,0.0,18.0,4.0,3.0,3.0,2.0,2.0,2.0,356,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Single,Yes,No
30.0,850.0,7.0,3.0,1.0,2331.0,4.0,82.0,3.0,1.0,4.0,3609.0,13963.0,1.0,21.0,4.0,3.0,80.0,0.0,8.0,4.0,3.0,7.0,7.0,4.0,7.0,669,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,Yes
31.0,1147.0,4.0,4.0,1.0,2332.0,1.0,62.0,2.0,1.0,4.0,3150.0,16949.0,0.0,14.0,3.0,4.0,80.0,0.0,6.0,0.0,3.0,4.0,2.0,1.0,1.0,230,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,No
36.0,1175.0,15.0,4.0,1.0,2333.0,3.0,44.0,3.0,2.0,4.0,7184.0,18206.0,5.0,19.0,3.0,2.0,80.0,1.0,10.0,5.0,3.0,5.0,1.0,1.0,2.0,1269,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,Yes,No
23.0,364.0,8.0,1.0,1.0,2334.0,3.0,85.0,3.0,1.0,3.0,3027.0,15462.0,1.0,13.0,3.0,4.0,80.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,317,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
42.0,1153.0,7.0,3.0,1.0,2335.0,4.0,76.0,3.0,1.0,1.0,3464.0,6957.0,6.0,22.0,4.0,4.0,80.0,0.0,9.0,2.0,1.0,3.0,2.0,2.0,2.0,896,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Yes,No
31.0,1383.0,3.0,3.0,1.0,2336.0,4.0,80.0,3.0,2.0,3.0,5274.0,7820.0,1.0,13.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,5.0,4.0,0.0,4.0,1188,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,Yes
34.0,1404.0,4.0,3.0,1.0,2337.0,3.0,61.0,3.0,1.0,4.0,3196.0,18382.0,4.0,16.0,3.0,3.0,80.0,1.0,10.0,3.0,1.0,5.0,3.0,1.0,4.0,1058,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Yes,Yes
38.0,880.0,18.0,5.0,1.0,2338.0,2.0,57.0,4.0,2.0,1.0,5911.0,27185.0,1.0,13.0,3.0,4.0,80.0,0.0,16.0,2.0,3.0,15.0,14.0,1.0,9.0,97,Non-Travel,Sales,Medical,Male,Sales Executive,Married,Yes,No
58.0,506.0,2.0,2.0,1.0,2339.0,2.0,97.0,4.0,2.0,3.0,5642.0,5503.0,0.0,24.0,4.0,1.0,80.0,1.0,13.0,2.0,2.0,12.0,8.0,2.0,7.0,1363,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,No
